gene,p_model,coef_log_constraint,p_log_constraint,coef_log_pathogenicity,p_log_pathogenicity,coef_pLoF_indicator,p_pLoF_indicator,coef_missense_indicator,p_missense_indicator,coef_constant,p_constant,filename,phenocode,description
PCDHA10,3.473696182549938e-09,-11.9482279995557,2.8198069343838174e-05,0.0266688597143844,0.3057328342440427,0.2711029707265276,0.1616038715973583,-0.1068566770900224,0.0109772314041721,0.1609095312362415,0.0001015674376516,25282.unified.tsv.gz,25282,Mean L2 in cingulum cingulate gyrus on FA skeleton (right)
ARL15,9.472118581994089e-13,34.2540592252595,1.4283306028207929e-12,0.5592643640939403,2.6890858229541963e-13,0.0,,-0.5631060755200411,1.495082391530125e-11,-0.3648134836671411,2.1488413534571727e-10,25302.unified.tsv.gz,25302,Mean L3 in corticospinal tract on FA skeleton (right)
PCDHGA4,7.996802148337147e-07,0.7588455291986131,0.491925617198414,-0.189081099300251,1.991773410874083e-08,0.2413718615654567,0.5165327783787992,-0.0195213613952322,0.8698574689827131,0.0212808680541468,0.8581804964136968,25302.unified.tsv.gz,25302,Mean L3 in corticospinal tract on FA skeleton (right)
PCDHGA10,6.45003954121236e-13,0.75081799623618,0.0511500388847473,-0.2750753934928114,1.3124136141565228e-14,0.015683554275893,0.8719793522576775,-0.0012685845398466,0.9873996912184018,0.0575332628541087,0.4371882621944785,25267.unified.tsv.gz,25267,Mean L2 in posterior limb of internal capsule on FA skeleton (left)
PCDHA1,8.711272584939006e-17,-18.28698199064949,8.758285699396354e-17,0.0087211320041883,0.5640607760981406,0.0,,0.0619622106137553,0.0999942129335514,0.1825560740718274,5.130761145843106e-06,25291.unified.tsv.gz,25291,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left)
PCDHGA1,6.035634484531555e-14,-0.1447602802895302,0.9627323798374352,-0.179675879944985,4.448222411581708e-09,0.2297895098619117,0.3374490406895708,-0.0765166291665074,0.0076936618197893,0.1306583736452273,0.0001208055898659,25291.unified.tsv.gz,25291,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left)
UGT1A1,1.663691145447625e-13,-0.3400571196874806,0.5412958559115055,0.2189641885932715,4.632746318545893e-15,0.1639067261043864,0.837776865538988,0.0714434800302906,0.3612545989703303,-0.2274088928443317,0.0020157379464743,25291.unified.tsv.gz,25291,Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left)
COL5A3,8.238689261422533e-10,-0.2217831166080505,0.0302353832355192,0.0591326308369728,1.851317683293558e-07,0.1364359578605865,5.348270966837746e-05,0.034997571462516,1.2655882536595356e-05,-0.0405321423834882,4.973771539281434e-06,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
INSR,2.59498569762847e-07,0.0960665841395776,0.35489705506273,-0.0455120706634929,3.6748876424300295e-05,-0.2968691640127283,1.5764154871108004e-05,-0.0240214227952723,0.0074440964965099,0.0210545986314759,0.022252797178044,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
KEAP1,3.779115900279782e-07,0.1099302191272141,0.3334067823097369,0.0691046238684342,3.319770583254488e-05,0.0623445386767175,0.5250751909023506,0.051770307147072,8.224382056845656e-07,-0.0544581232707997,3.232497924633949e-05,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
MC4R,1.5520754578573327e-07,-0.5959237705233874,0.443637387819592,0.0896889893828288,8.688075664852459e-08,0.1592616509223729,0.0328843872291406,0.0183083222230639,0.5670046674735327,-0.0446570826558714,0.1818267358828766,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
PCDHGA1,5.841097609362681e-08,0.1140423823944047,0.3415445632704448,-0.0238921423636897,5.695303462898002e-10,-0.0231268760119188,0.5971978351568867,-0.0141479986096879,0.0055384168909188,0.0179713587179751,0.0004291032538063,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
PLIN1,1.4107608509170106e-11,-0.3248936312782186,0.1657006555979213,-0.0170221505253724,0.0009438165455293,-0.1923435589143557,3.2459014887778956e-11,-0.0245668120640727,0.0491885064459262,0.0255423413159172,0.0555927417707269,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
PNPLA2,1.2871277732584136e-08,0.1346259979305875,0.4092549986865419,0.0413432200490186,1.331686412056341e-07,0.0825214592827072,0.1164638154085853,0.0196758620085029,0.0055008699563442,-0.0351868483181104,2.204944065918406e-06,WHR_custom.unified.tsv.gz,WHR_custom,Waist-to-hip ratio (WHR)
PCDHA1,7.737655203692208e-08,-13.930628436712366,2.6259269323634267e-09,-0.0335888240715022,0.0461709552486131,0.0,,0.0737255091834721,0.0777670012185269,0.1183551850291728,0.0067232314154708,25558.unified.tsv.gz,25558,Weighted-mean MO in tract middle cerebellar peduncle
UGT1A1,7.743909731917719e-07,2.626448194940314,0.0007702840097901,0.1564563829955265,2.8122452519408222e-05,1.0452426444913228,0.3481855564296771,0.1921956033320881,0.0762985052784109,-0.2242102238835898,0.0269444781590189,25558.unified.tsv.gz,25558,Weighted-mean MO in tract middle cerebellar peduncle
HCRTR2,5.618209691177721e-07,-0.6586825306075312,0.0714760653885345,0.1366299927220752,0.0002052091172314,0.2869366272329641,0.084962469720516,0.144840754179949,3.302921215679326e-08,-0.122408362549149,9.150164256705789e-06,fat_free_mass_index_female_custom.unified.tsv.gz,fat_free_mass_index_female_custom,Fat free mass index female
MC4R,2.057938744692798e-12,5.482716915729137,0.1115278456789337,0.2310995371102503,1.9826766139105366e-10,0.6380231868896726,9.735147618277214e-05,0.1141613991873198,0.1044095047651576,-0.2432136482671146,0.0033183224453576,fat_free_mass_index_female_custom.unified.tsv.gz,fat_free_mass_index_female_custom,Fat free mass index female
UGT1A1,3.581181850650929e-07,-0.0498591848591316,0.8978402798731774,0.058582872944659,1.77002973845409e-06,-0.106455634624358,0.3699071145381754,-0.1187357280756104,0.0001142047428907,0.0182992600354143,0.534639331888727,fat_free_mass_index_female_custom.unified.tsv.gz,fat_free_mass_index_female_custom,Fat free mass index female
MPC1,2.2719783538530619e-07,-45.50670327265186,5.947947475582874e-06,-3.572094632542857,7.792650887891894e-08,0.0,,-0.819390986075164,2.892219284386407e-07,2.400157240095792,7.134787847341585e-08,25476.unified.tsv.gz,25476,Mean ISOVF in cingulum hippocampus on FA skeleton (right)
PCDHGA1,9.169373984710882e-11,10.276000547438038,0.0058844411498346,-0.2284974519325109,5.265863934672891e-10,-0.2094395154466508,0.4651244639422915,-0.1728738215403371,5.926488982999933e-07,0.0780628340518787,0.051871275570258,25476.unified.tsv.gz,25476,Mean ISOVF in cingulum hippocampus on FA skeleton (right)
PCDHGA10,4.817466531277824e-11,-0.4893575693034413,0.253385194308504,-0.2720472361394332,3.300858179128439e-12,0.0312355567962217,0.771187373468887,-0.1882021397611941,0.0357018589758976,0.1719701201444381,0.0373089431616905,25476.unified.tsv.gz,25476,Mean ISOVF in cingulum hippocampus on FA skeleton (right)
PCDHGA1,1.2614014147260497e-18,4.40309424283782,0.2137805571784746,0.2126270622793818,1.108648926909427e-09,-0.0342091776886054,0.8947692466984384,0.0629404290709318,0.0516340888987915,-0.1403250141975599,0.0002763903435413,25892.unified.tsv.gz,25892,Volume of grey matter in Brain-Stem
PCDHA1,5.653205961009575e-10,14.977707867777918,1.2161433523393664e-09,-0.0205684836337448,0.2499480952048964,0.0,,0.0510121155316174,0.2504960021118066,-0.1677212313740824,0.0003286238044439,25190.unified.tsv.gz,25190,Mean MO in fornix cres+stria terminalis on FA skeleton (right)
LOC101929680,5.869001102054587e-16,0.0252152511042082,5.933689634302757e-16,0.9538395346908802,5.868963377370349e-16,0.0,,0.0,,-1.0975911752737266,6.287316769554612e-16,100015.unified.tsv.gz,100015,Vitamin C
PCDHGA10,3.260021252479645e-12,-0.3667756391796237,0.3772774461107054,0.2876593890346564,7.977030599144908e-14,-0.1254334841229148,0.2441313548626987,0.0690455722692018,0.4347899140346821,-0.055105569253328,0.4977919448609988,25385.unified.tsv.gz,25385,Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)
ARL15,6.63032401816832e-08,-10.028018788212908,2.075174209321808e-06,-0.2537452201527609,4.429177227638498e-08,0.0,,0.5497816968187015,5.3403138455738874e-08,0.2013929722129058,1.2906256421640545e-05,25793.unified.tsv.gz,25793,"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)"
PCDHGA10,5.772626658514799e-14,-0.7401290867111432,0.031668532032297,0.2400323604648855,4.339116919315777e-15,-0.0844103946453348,0.2976456366087692,0.0563464216719412,0.4013898665262899,-0.0228233037902947,0.7138348494026763,25832.unified.tsv.gz,25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left)
UGT1A1,6.748389084459574e-09,3.432312004347569,1.4239422917554229e-08,-0.0426262086476306,0.1216663045842523,0.972788412163113,0.106872134977362,-0.2069945922506883,0.0093299849033167,-0.0752539007402696,0.307993551153376,25832.unified.tsv.gz,25832,Volume of grey matter in Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) (left)
ADGRE3,2.433355051227749e-07,0.4001099879048326,3.612888970409527e-07,0.0131547269651362,0.3777253953681996,0.0319949115136569,0.0144194459792737,0.0083490489435512,0.367976138645181,-0.0153033695564749,0.1635727668265451,1259.unified.tsv.gz,1259,Smoking/smokers in household
ASF1B,6.1172094693309e-07,3.723548126434445,7.376200123788596e-08,0.01161088886523,0.0992523732978773,0.0436582186962224,0.2999794957378972,0.0121153681318807,0.628322024619133,-0.0832556484290963,0.0003957956332022,1259.unified.tsv.gz,1259,Smoking/smokers in household
C12orf71,3.3062818308813947e-10,1.8479733610692373,8.589479008120271e-12,-0.0195675272794799,0.6073001370316123,-0.0226641743884661,0.4261634483997846,0.0121668883687547,0.6148709514200735,-0.030520544783415,0.2960175365310413,1259.unified.tsv.gz,1259,Smoking/smokers in household
GADD45G,5.046172893581987e-07,0.705098281931287,4.982583062059271e-09,-0.028532073608353,0.2478587125455993,-0.088339649326207,0.6992279525962923,-0.01343109970248,0.6488444304618877,-0.015611881120464,0.4879569807262978,1259.unified.tsv.gz,1259,Smoking/smokers in household
GNPDA2,3.637101596603426e-08,0.7903618602559808,2.2371735908393284e-06,-0.0100676165401032,0.5690458319530629,0.1869452795610637,0.0060928896738076,0.0124901443324288,0.5449433891150993,-0.001073784263133,0.9343912371928284,1259.unified.tsv.gz,1259,Smoking/smokers in household
IQCB1,6.350719830290825e-14,0.5652769706963914,1.0555417652651254e-15,-0.0032407453543128,0.8734385530157486,-0.0381695478916898,0.0376916215358826,-0.0223990023471708,0.1948865623210394,0.0106754820847651,0.5841893935890435,1259.unified.tsv.gz,1259,Smoking/smokers in household
NIF3L1,5.625481892060469e-07,0.5455606083812209,1.1553118789437243e-08,0.0047958235013037,0.62229156166013,-0.0063456882016467,0.7370563798204417,0.0105536759441077,0.3279109121852885,-0.0166778717409231,0.1432911008472924,1259.unified.tsv.gz,1259,Smoking/smokers in household
PCDHGA1,6.363862532528175e-18,0.0050310546126168,0.9269730077764206,-0.0160644977522438,4.061810912862349e-18,0.0131012498420425,0.5262750555194243,-0.0136000586100078,2.1845858690779122e-08,0.0137933994269842,1.3192693215895625e-08,1259.unified.tsv.gz,1259,Smoking/smokers in household
PRRG4,2.417177634451227e-07,1.3814596803233443,2.6866849150379182e-08,0.0607620417758249,0.1763620677357283,-0.0811586266791043,0.0194032301542766,-0.0107921274131602,0.6261184254598171,-0.0534514019607654,0.1042144258568163,1259.unified.tsv.gz,1259,Smoking/smokers in household
SOCS5,8.000259976253602e-07,1.0105072208352102,7.944106139259271e-09,-0.0006408677696057,0.935621857741782,-0.0209583974347702,0.5689665123443831,-0.007619118404379,0.4369553433081807,-0.011098567980158,0.2034669405406285,1259.unified.tsv.gz,1259,Smoking/smokers in household
SRGN,4.235060633925786e-07,0.5736098520228872,6.332039280119316e-08,-0.0142075054234929,0.6651140880318358,0.2514353055265484,0.0128104535676502,0.0016659751173776,0.9389759580475838,-0.0034812870445069,0.8930512671550868,1259.unified.tsv.gz,1259,Smoking/smokers in household
UGT1A1,7.238466029644264e-09,0.8346268591417967,2.459865179491298e-10,-0.0059400843858586,0.0381554383477634,-0.0293581330623048,0.3585414040659774,0.0056187410991604,0.4265772848093651,-0.0034695002147006,0.6141302400381965,1259.unified.tsv.gz,1259,Smoking/smokers in household
PCDHGA1,3.663768898961887e-17,3.8271823787874446,0.305604387760741,-0.2669140365166256,9.372773560440584e-13,-0.0186553456807071,0.9484283005204758,-0.1403870495690461,6.739243795050084e-05,0.1321461946646984,0.0013204406252761,25270.unified.tsv.gz,25270,Mean L2 in anterior corona radiata on FA skeleton (right)
PCDHGA10,7.255505169455576e-11,0.4076995372568859,0.2784963451025646,-0.2457744300689851,1.0394328941052517e-12,-0.0669562949937071,0.4859824311921805,-0.1242848653714733,0.1180204595029503,0.1085151627442639,0.1380030142910924,25270.unified.tsv.gz,25270,Mean L2 in anterior corona radiata on FA skeleton (right)
UGT1A1,2.4563155331594518e-11,3.05900502158913,2.5992256479501524e-08,0.1357890259504114,1.8211980831270406e-07,1.039851595359773,0.1767067819867271,-0.032172703181126,0.6713339485543453,-0.2075605967728977,0.0036618398913968,25270.unified.tsv.gz,25270,Mean L2 in anterior corona radiata on FA skeleton (right)
PCDHA1,8.411748839710004e-07,-9.250417654602892,1.186118196071753e-05,0.021260020260643,0.1765377974554651,0.0,,0.0781325238005061,0.0460853357993846,0.0516486000120712,0.20139647559044,25139.unified.tsv.gz,25139,Mean MD in cingulum cingulate gyrus on FA skeleton (left)
PCDHGA10,1.1822621669163814e-18,-0.1144555476826662,0.7785481437211998,-0.3788520841194813,4.652000816067242e-21,-0.0495031141858592,0.6329192346262955,-0.1377357020244925,0.1088404112091386,0.1516442265758149,0.0557058165129791,25139.unified.tsv.gz,25139,Mean MD in cingulum cingulate gyrus on FA skeleton (left)
PCDHGA1,9.212640706128064e-08,-13.04926435892802,0.0029430374605461,0.2500163197787923,6.405784468306452e-09,0.4273964400338181,0.2049816202200796,0.1119465950425052,0.0055389623441494,0.0140127692742613,0.7667082736252885,25189.unified.tsv.gz,25189,Mean MO in cingulum hippocampus on FA skeleton (left)
PCDHGA10,6.8487010561615e-21,-0.6504266033184554,0.0806437495929425,-0.3525864179199666,9.849049729896237e-22,0.1272353714315053,0.1751128667032862,-0.177808626007941,0.0227242579184943,0.2330274738102678,0.0013255806344232,25189.unified.tsv.gz,25189,Mean MO in cingulum hippocampus on FA skeleton (left)
UGT1A6,1.1071198543891398e-07,-0.2175707268586463,0.9628842995111138,-1.4970303210192724,7.15913089387395e-07,-0.1737837020180803,0.8316933525501566,-0.0888736449585531,0.4357060917345989,0.8892454287757594,5.984075923042152e-05,25189.unified.tsv.gz,25189,Mean MO in cingulum hippocampus on FA skeleton (left)
APC2,2.293709026921048e-07,-0.9134834778373851,2.057000892597901e-05,0.0245335628917937,0.040644938223156,-0.1924961418777104,0.0564809034329226,0.0318742309824298,0.0001128567158655,-0.0243252356383914,0.021752930160748,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
B4GALNT3,8.545920642173221e-14,-0.313332370203892,0.1777485939619058,0.0941017824514205,4.846485883539647e-09,0.2743757086504723,7.680152198612145e-07,0.0724518530774129,3.4732882625424173e-10,-0.0589398988479259,6.109721512838396e-06,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
COL27A1,9.115951032784192e-11,0.0728072871424777,0.6641904515609166,-0.0950261090277427,6.335351374680161e-06,-0.5533328307925593,1.0808752193136034e-07,-0.0733939539756959,5.897226444929887e-07,0.0646419325371079,6.253359610887429e-05,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
COLGALT2,1.569466522203154e-07,-0.0980813398921252,0.6584111113943508,0.1050985143752354,5.293567394579298e-06,0.3072709749506355,0.0106393358009557,0.0875214641372325,5.714998646149541e-07,-0.0689062768911975,0.0001794262446516,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
CRISPLD2,9.62536753558336e-18,0.101835799322843,0.7201209191797449,-0.0740656662846906,3.10533239292801e-14,-0.449155393598803,1.4129129273316977e-07,-0.0758306389995619,0.0047161678865325,0.0601329531266997,0.0185508042960643,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
DDR2,2.260937380002514e-08,-0.0609198347816182,0.6781904128972929,-0.1468631821141411,1.5561900293836154e-05,-0.856185979748903,0.0003258716515893,-0.1042588152315187,2.061390579065876e-07,0.0971352964170633,0.0001736482259293,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
DTL,1.1521532360870004e-15,-0.3386769386684424,0.3458413282934972,-0.1497037541498574,2.630414630520117e-08,-0.8266649411877913,2.2963730676831572e-11,-0.1128727527793109,1.0802367057140197e-08,0.1191304256359246,6.093627372253467e-07,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
FGFR3,7.562949374668161e-10,1.0618677691979357,0.0891421714144967,-0.0880151820846523,0.0005758465641965,-0.0956651832194187,0.4552992348641991,-0.1376845140258999,1.2555500795694508e-11,0.0552214976733205,0.0065273928474364,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
IGF1R,6.410448287843901e-18,-0.1429469905808084,0.4158783865710587,-0.1469580752036438,5.477873477220591e-12,-0.9242759133844078,6.852258173787207e-09,-0.0911061642331279,1.4951339063488446e-08,0.1105784868895576,7.421435383156831e-13,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
IGFALS,2.2242515748030855e-07,0.6769099592331098,0.2732387774490639,-0.1133491930510842,3.28692483027985e-05,-0.1358530075228992,0.1261312806204429,-0.1552836455176207,7.568320632893952e-09,0.1219223267245248,1.687877978469903e-05,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
NOX4,3.45367320545487e-09,4.378878771357227,0.0002026711044104,-0.1102656239343578,0.0005617456498967,-0.2146032706266895,0.0129539887039817,-0.148776218198062,4.655191009263234e-10,0.0224216386728407,0.3969459735345202,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
NPR2,1.516552050714207e-20,0.0456312770341652,0.8498893680397291,-0.1511768191867868,3.599043976131284e-15,-1.0455181266659683,5.201442872616615e-10,-0.0770583625781868,0.0645750926842756,0.0706131617552689,0.0457312066160023,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
NPR3,2.1187082059851592e-08,-0.1329951789883111,0.5492337032990501,0.1189363533370052,4.760938946733448e-06,0.372998527737278,0.0465600187496145,0.1900004777640529,2.1455361968576375e-07,-0.026008526703057,0.4389776618851657,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
NPW,8.704823317450539e-07,9.823627194629092,1.169687205705532e-05,-0.1756068112212566,2.404187608708043e-06,-0.1251557935252727,0.502544328677371,-0.1153767511570036,0.0190557465027604,-0.0555500977489377,0.3986900309125013,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
PIEZO1,2.9829038453391342e-18,-0.8696089034916328,0.0653244149521603,-0.0294321295490117,1.334182292170531e-10,-0.2151761864574711,1.005966471428158e-07,-0.0268569719232879,1.0354088819846283e-05,0.0212683558782271,0.0029281124381237,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
PPM1J,1.1909573598274994e-08,3.6767578967428816,0.0115873156941291,-0.0655916493943347,6.207629211853053e-06,-0.095784481852149,0.1111238673472042,-0.0696628040288342,0.026617620610797,0.0591685840527945,0.1621579348546778,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
PTPN11,3.165837581155756e-07,1.5099882528032835,0.0269365006129282,-0.1751379328843813,1.9909651487287138e-08,-0.0344321151534546,0.9255330805598108,-0.0984427595738082,0.0551505801912204,0.0697388422751376,0.1355562002849323,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
RALY,6.806148393473421e-12,-0.1756385214355921,0.6250816167587976,0.1806184979256554,6.51819125061663e-14,-0.1191895607897275,0.6546337578540566,0.0935934965708616,0.0034012077770477,-0.1213530302857007,0.0004629056389693,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
SCMH1,1.5320694243422682e-13,-0.5636893271309575,0.0725999170703749,0.1082712645238034,2.6353333622779885e-11,0.9426392248656628,8.121566092982776e-06,-0.0486889390573194,0.1796915566754927,-0.0377281976629948,0.2715282409508155,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
SCUBE3,1.984627555899613e-16,-0.1528045289720243,0.5678187189134591,-0.1439670159897841,1.7108621881938704e-15,-0.7166348570393298,4.199035008264557e-05,-0.0552663215443954,0.0016392015607632,0.1029336004220353,4.199042045402737e-10,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
STC2,2.2387766449873763e-14,-0.375070838673832,0.6365373190352469,0.2121650263225054,5.676594185015083e-10,-0.3329487563226238,0.4384577094678477,0.125101567803983,8.480296652416222e-05,-0.1230316999587331,3.3543707227666414e-06,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
THBS3,1.3203492842041452e-08,0.6404149877130758,0.0517415441670408,-0.0628259392680637,2.8069226042370504e-07,-0.1750206318804853,0.0022993166546723,-0.0519697934635385,0.0003608735317858,0.0240667838543681,0.0765717180160371,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
ZFAT,2.135852523807155e-18,0.084753280444482,0.673986090153749,0.1768871496819485,2.4500464809455673e-14,0.278794697479618,0.0215157052123344,0.1724262776826563,1.1553629426939308e-17,-0.115786016908901,2.169337882775389e-08,height_female_custom.unified.tsv.gz,height_female_custom,Standing height female
AL162417.1,3.758036270862526e-07,0.0276554462317014,0.874813904441611,-0.0424994866574575,0.0004236712805734,0.0377298209104458,0.6599329494016675,0.0149145256159688,0.0547042020010284,0.0114150582699122,0.2673318350698981,30210.unified.tsv.gz,30210,Eosinophill percentage
ALOX15,3.5201746269465258e-12,0.1696837652031665,0.4294907852542678,-0.1944100122144681,1.0551794638206508e-11,-0.1631097187287864,0.003513991431146,-0.178759064597727,3.740943192563298e-09,0.1134898080722461,0.0007026706635863,30210.unified.tsv.gz,30210,Eosinophill percentage
DNAH7,1.15816131919762e-07,-0.4694458649575018,1.153579718227014e-06,0.007898605132085,0.0098698141090126,0.0131076498433857,0.249312884158467,0.0024718352412845,0.6130465598504378,-0.0024649808302672,0.6235358738990857,30210.unified.tsv.gz,30210,Eosinophill percentage
GNB1,2.0682500826564904e-10,0.0550811697446415,0.9225772384788896,-0.2156497814152219,4.680091839269532e-10,-0.017257056563917,0.9870875595120052,0.0698209877134295,0.397119302141374,0.1565924139547099,8.02396432224716e-06,30210.unified.tsv.gz,30210,Eosinophill percentage
GSE1,8.784455428549595e-07,0.2821228941154619,0.3070183441746926,0.0411628923917178,1.4380952706983934e-07,0.2146947436400382,0.0286684931997974,-0.0015671274966764,0.8155248208854687,-0.0332140429709519,0.000211349556039,30210.unified.tsv.gz,30210,Eosinophill percentage
HLA-B,5.0061453683208566e-08,-0.677710284755479,0.0131475381169659,0.2533363051564668,7.098445356085169e-05,0.044811888907006,3.967741656750928e-05,0.1768491065363542,2.201273441522669e-06,-0.1572438771142285,0.000729858353593,30210.unified.tsv.gz,30210,Eosinophill percentage
HLA-DRB1,9.635304500887734e-13,-1.3506878430867144,0.6894048577871839,-0.0444417428713288,0.0002384567576947,-0.0509139292899851,0.3871174945222303,0.0342780573456548,0.5607638835138468,0.0920999674359518,0.5039335655465473,30210.unified.tsv.gz,30210,Eosinophill percentage
HLA-F,2.0126563889948042e-08,0.1912695185373304,0.672698976932022,-0.1484578407503767,3.3736841781509923e-10,0.1013332839084541,0.2290086860072243,-0.0482657487704647,0.0545918136620014,0.0964473954535262,0.0010009705032764,30210.unified.tsv.gz,30210,Eosinophill percentage
HNRNPF,1.90276184291101e-09,-0.6929742822209143,0.0361099500501878,0.2030682289632748,3.4471491794168497e-06,0.3578566420595976,1.4783804921747269e-06,0.0845821538405445,0.0087860397181353,-0.1179115970136008,0.0004610117276028,30210.unified.tsv.gz,30210,Eosinophill percentage
KIAA1109,1.691505643141143e-07,0.0539315988049828,0.522229061435626,-0.0221065354399364,6.54927193343666e-08,-0.046998158830127,0.2325613299741195,0.0030112984061371,0.5371663992167093,0.0140507246383667,0.0032410032245483,30210.unified.tsv.gz,30210,Eosinophill percentage
STAT6,6.581309147799217e-08,0.0411632234799862,0.802819226868824,-0.0940676207785859,6.089466031432994e-05,-0.540306434563961,2.3130641455087615e-05,-0.0989955732839752,1.5204724057751083e-05,0.068791609878249,0.0018158579195242,30210.unified.tsv.gz,30210,Eosinophill percentage
TET2,6.9920972384714405e-34,-0.0553222306722793,0.5635851935963583,-0.0421883278702533,0.0001623157733047,-0.5705143219141168,2.495272124734902e-32,-0.0547862063671079,0.0004395994163958,0.0555453477250842,0.0006488336864507,30210.unified.tsv.gz,30210,Eosinophill percentage
TNFRSF8,1.8307694293194063e-16,0.0481727269995693,0.7812874010428874,-0.0341007702771518,7.068021966861669e-17,-0.1941371604038043,0.2356084118910906,-0.0280612023248703,0.0064134303460679,0.028702888386842,0.004732212048702,30210.unified.tsv.gz,30210,Eosinophill percentage
HMHB1,1.6573522896044717e-07,-30.698099981127047,1.4285154322173453e-06,2.925959311755768,3.07245556240855e-06,0.0,,2.362904900282589,3.16097918078161e-08,-1.5018635094055968,1.8083310043863609e-06,25668.unified.tsv.gz,25668,Weighted-mean ICVF in tract medial lemniscus (right)
NPTXR,5.311207536637641e-07,-3.094662351205215,0.3127465771136112,-0.2612721145827251,1.640241595031977e-07,0.0,,-0.1386135124973141,0.0139468224533221,0.2169429929541063,0.0005658532800681,25668.unified.tsv.gz,25668,Weighted-mean ICVF in tract medial lemniscus (right)
AL662899.2,2.8441117504332323e-09,4.507559757638094,3.0093983467507973e-07,-0.0633359317849556,0.1713061859267242,-0.0777106098028636,0.3994561425525716,0.1049100239850366,0.0018925765568593,-0.1072209796251295,0.0061838858316469,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
ATM,8.5646093412382e-09,0.0306006391558166,0.7476926370305663,0.0436154721089113,3.529075496680126e-07,0.0639398519716869,0.0345770153860536,0.0396951748918425,3.007866364320906e-08,-0.0359125998696208,2.8345659829912277e-05,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
CSF3R,2.4517180735505452e-11,0.6691356160661114,8.959309057765212e-05,0.0337636881336948,0.0538847816139012,0.1293189172527981,0.0009214493576356,0.0525112273338715,3.6091953531938016e-05,-0.0323183751216883,0.0229120589994061,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
CXCR4,2.125448191689713e-09,0.1713876089436679,0.65303785112124,0.2889166472551042,2.009592551001194e-09,-0.2343993675267771,0.4063007452951033,0.1958769882538619,3.859082768626488e-06,-0.2071996995975101,4.394086039363956e-08,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
EXOC3L2,2.490946250547053e-07,-0.3077549229622102,0.084813845342079,-0.1836409026019788,0.0001123648733223,-0.5987562709943789,0.0100101106304964,-0.1446916462624841,3.9628571629073045e-06,0.1415911059369897,4.62666748437682e-05,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
FBRSL1,3.976070621010635e-27,-0.0096888065422906,0.9524099661049596,-0.033017536152552,0.0008158920820345,-0.0797109912864943,6.826760877483395e-24,-0.0183510614868976,0.0048039059425144,0.0286564865118854,0.0013359709475166,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
HLA-DRB5,3.7108215036859575e-08,-0.9315423453735234,5.881914436884271e-05,0.0140148443677599,0.0264302248681423,0.0537557917768531,0.5447641598821019,-0.047153868734718,4.099237618464488e-07,0.0372070155737551,0.0023461882679175,30000.unified.tsv.gz,30000,White blood cell (leukocyte) count
